"Commodity","Country","UOM","Category","SubCategory","RowNumber","YearNum","FoodValue"
"Fresh or chilled red meats","WORLD","Million $","Meats","Foods",18,"2017",3584.5
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",19,"2017",778.7
"Frozen red meats and parts","NEW ZEALAND","Million $","Meats","Foods",20,"2017",858.4
"Frozen red meats and parts","AUSTRALIA","Million $","Meats","Foods",21,"2017",880.4
"Frozen red meats and parts","BRAZIL","Million $","Meats","Foods",22,"2017",55.8
"Frozen red meats and parts","CANADA","Million $","Meats","Foods",23,"2017",231.1
"Frozen red meats and parts","MEXICO","Million $","Meats","Foods",24,"2017",137.9
"Frozen red meats and parts","URUGUAY","Million $","Meats","Foods",25,"2017",170.4
"Frozen red meats and parts","REST OF WORLD","Million $","Meats","Foods",26,"2017",699.4
"Frozen red meats and parts","WORLD","Million $","Meats","Foods",27,"2017",3033.4
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",28,"2017",716
"Fowl and other meats","CHILE","Million $","Meats","Foods",29,"2017",115.1
"Fowl and other meats","CANADA","Million $","Meats","Foods",30,"2017",119.8
"Fowl and other meats","NEW ZEALAND","Million $","Meats","Foods",31,"2017",31.6
"Fowl and other meats","CHINA (MAINLAND)","Million $","Meats","Foods",32,"2017",15.9
"Fowl and other meats","REST OF WORLD","Million $","Meats","Foods",33,"2017",11.5
"Fowl and other meats","WORLD","Million $","Meats","Foods",34,"2017",293.9
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",35,"2017",80.6
"Prepared meats","CANADA","Million $","Meats","Foods",36,"2017",401.4
"Prepared meats","BRAZIL","Million $","Meats","Foods",37,"2017",234.7
"Prepared meats","ITALY","Million $","Meats","Foods",38,"2017",120.6
"Prepared meats","MEXICO","Million $","Meats","Foods",39,"2017",32.1
"Prepared meats","NEW ZEALAND","Million $","Meats","Foods",40,"2017",32.1
"Prepared meats","URUGUAY","Million $","Meats","Foods",41,"2017",43.1
"Prepared meats","POLAND","Million $","Meats","Foods",42,"2017",52.8
"Prepared meats","SPAIN","Million $","Meats","Foods",43,"2017",27.4
"Prepared meats","REST OF WORLD","Million $","Meats","Foods",44,"2017",116.7
"Prepared meats","WORLD","Million $","Meats","Foods",45,"2017",1060.9
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",46,"2017",162.8
"Total fish and shellfish","CANADA","Million $","Fish","Foods",1,"2017",3330.4
"Total fish and shellfish","CHILE","Million $","Fish","Foods",2,"2017",1851.2
"Total fish and shellfish","INDIA","Million $","Fish","Foods",3,"2017",2278.5
"Total fish and shellfish","INDONESIA","Million $","Fish","Foods",4,"2017",1961.2
"Total fish and shellfish","VIETNAM","Million $","Fish","Foods",5,"2017",1470.1
"Total fish and shellfish","CHINA (MAINLAND)","Million $","Fish","Foods",6,"2017",2761
"Total fish and shellfish","ECUADOR","Million $","Fish","Foods",7,"2017",806.5
"Total fish and shellfish","REST OF WORLD","Million $","Fish","Foods",8,"2017",7466
"Total fish and shellfish","WORLD","Million $","Fish","Foods",9,"2017",21924.9
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",10,"2017",2669.9
"Whole fish--fresh, chilled, or frozen","CANADA","Million $","Fish","Foods",11,"2017",798
"Whole fish--fresh, chilled, or frozen","NORWAY","Million $","Fish","Foods",12,"2017",210.4
"Whole fish--fresh, chilled, or frozen","CHILE","Million $","Fish","Foods",13,"2017",68.1
"Whole fish--fresh, chilled, or frozen","MEXICO","Million $","Fish","Foods",14,"2017",126.4
"Whole fish--fresh, chilled, or frozen","BRAZIL","Million $","Fish","Foods",15,"2017",58
"Whole fish--fresh, chilled, or frozen","FAROE ISLANDS","Million $","Fish","Foods",16,"2017",85.3
"Whole fish--fresh, chilled, or frozen","REST OF WORLD","Million $","Fish","Foods",17,"2017",1127.3
"Whole fish--fresh, chilled, or frozen","WORLD","Million $","Fish","Foods",18,"2017",2473.5
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",19,"2017",402.4
"Fish fillets and mince","CHILE","Million $","Fish","Foods",20,"2017",1652
"Fish fillets and mince","CHINA (MAINLAND)","Million $","Fish","Foods",21,"2017",1290.9
"Fish fillets and mince","VIETNAM","Million $","Fish","Foods",22,"2017",589
"Fish fillets and mince","NORWAY","Million $","Fish","Foods",23,"2017",492.5
"Fish fillets and mince","INDONESIA","Million $","Fish","Foods",24,"2017",342.4
"Fish fillets and mince","CANADA","Million $","Fish","Foods",25,"2017",287
"Fish fillets and mince","REST OF WORLD","Million $","Fish","Foods",26,"2017",1426
"Fish fillets and mince","WORLD","Million $","Fish","Foods",27,"2017",6079.8
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",28,"2017",797.1
"Shellfish, fresh or frozen","CANADA","Million $","Fish","Foods",29,"2017",1766.6
"Shellfish, fresh or frozen","INDIA","Million $","Fish","Foods",30,"2017",2014.6
"Shellfish, fresh or frozen","ECUADOR","Million $","Fish","Foods",31,"2017",564.3
"Shellfish, fresh or frozen","INDONESIA","Million $","Fish","Foods",32,"2017",964.2
"Shellfish, fresh or frozen","RUSSIA","Million $","Fish","Foods",33,"2017",384
"Shellfish, fresh or frozen","ARGENTINA","Million $","Fish","Foods",34,"2017",209.8
"Shellfish, fresh or frozen","MEXICO","Million $","Fish","Foods",35,"2017",369.8
"Shellfish, fresh or frozen","JAPAN","Million $","Fish","Foods",36,"2017",145
"Shellfish, fresh or frozen","REST OF WORLD","Million $","Fish","Foods",37,"2017",2221.2
"Shellfish, fresh or frozen","WORLD","Million $","Fish","Foods",38,"2017",8639.5
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",39,"2017",826.3
"Prepared fish and shellfish","INDONESIA","Million $","Fish","Foods",40,"2017",627.6
"Prepared fish and shellfish","THAILAND","Million $","Fish","Foods",41,"2017",946.7
"Prepared fish and shellfish","VIETNAM","Million $","Fish","Foods",42,"2017",520
"Prepared fish and shellfish","INDIA","Million $","Fish","Foods",43,"2017",240.3
"Prepared fish and shellfish","CANADA","Million $","Fish","Foods",44,"2017",478.7
"Prepared fish and shellfish","CHINA (MAINLAND)","Million $","Fish","Foods",45,"2017",789.1
"Prepared fish and shellfish","ECUADOR","Million $","Fish","Foods",46,"2017",130.8
"Prepared fish and shellfish","CHILE","Million $","Fish","Foods",47,"2017",92.2
"Prepared fish and shellfish","REST OF WORLD","Million $","Fish","Foods",48,"2017",906.6
"Prepared fish and shellfish","WORLD","Million $","Fish","Foods",49,"2017",4732
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",50,"2017",644.1
"Total vegetables and preparations","MEXICO","Million $","Vegetables","Foods",1,"2017",6308.2
"Total vegetables and preparations","CANADA","Million $","Vegetables","Foods",2,"2017",2793
"Total vegetables and preparations","PERU","Million $","Vegetables","Foods",3,"2017",572.9
"Total vegetables and preparations","CHINA (MAINLAND)","Million $","Vegetables","Foods",4,"2017",705.6
"Total vegetables and preparations","SPAIN","Million $","Vegetables","Foods",5,"2017",348.8
"Total vegetables and preparations","GUATEMALA","Million $","Vegetables","Foods",6,"2017",198
"Total vegetables and preparations","GREECE","Million $","Vegetables","Foods",7,"2017",164.6
"Total vegetables and preparations","REST OF WORLD","Million $","Vegetables","Foods",8,"2017",1579.4
"Total vegetables and preparations","WORLD","Million $","Vegetables","Foods",9,"2017",12670.5
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",10,"2017",11070.2
"Fresh vegetables","MEXICO","Million $","Vegetables","Foods",11,"2017",5475.7
"Fresh vegetables","CANADA","Million $","Vegetables","Foods",12,"2017",1412.4
"Fresh vegetables","PERU","Million $","Vegetables","Foods",13,"2017",329.2
"Fresh vegetables","GUATEMALA","Million $","Vegetables","Foods",14,"2017",124.7
"Fresh vegetables","CHINA (MAINLAND)","Million $","Vegetables","Foods",15,"2017",152.7
"Fresh vegetables","COSTA RICA","Million $","Vegetables","Foods",16,"2017",95.7
"Fresh vegetables","REST OF WORLD","Million $","Vegetables","Foods",17,"2017",403.1
"Fresh vegetables","WORLD","Million $","Vegetables","Foods",18,"2017",7993.5
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",19,"2017",7572.9
"Frozen vegetables","MEXICO","Million $","Vegetables","Foods",20,"2017",426.4
"Frozen vegetables","CANADA","Million $","Vegetables","Foods",21,"2017",147.3
"Frozen vegetables","GUATEMALA","Million $","Vegetables","Foods",22,"2017",52.7
"Frozen vegetables","CHINA (MAINLAND)","Million $","Vegetables","Foods",23,"2017",78.4
"Frozen vegetables","BELGIUM","Million $","Vegetables","Foods",24,"2017",23.1
"Frozen vegetables","ECUADOR","Million $","Vegetables","Foods",25,"2017",40
"Frozen vegetables","REST OF WORLD","Million $","Vegetables","Foods",26,"2017",164.9
"Frozen vegetables","WORLD","Million $","Vegetables","Foods",27,"2017",932.8
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",28,"2017",779.1
"Dried vegetables","CANADA","Million $","Vegetables","Foods",29,"2017",210.2
"Dried vegetables","CHINA (MAINLAND)","Million $","Vegetables","Foods",30,"2017",205.5
"Dried vegetables","INDIA","Million $","Vegetables","Foods",31,"2017",48.6
"Dried vegetables","MEXICO","Million $","Vegetables","Foods",32,"2017",48.9
"Dried vegetables","TURKEY","Million $","Vegetables","Foods",33,"2017",18.6
"Dried vegetables","REST OF WORLD","Million $","Vegetables","Foods",34,"2017",154.3
"Dried vegetables","WORLD","Million $","Vegetables","Foods",35,"2017",686.1
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",36,"2017",638.2
"Prepared or preserved vegetables","CANADA","Million $","Vegetables","Foods",37,"2017",1039.7
"Prepared or preserved vegetables","MEXICO","Million $","Vegetables","Foods",38,"2017",359.3
"Prepared or preserved vegetables","PERU","Million $","Vegetables","Foods",39,"2017",207.9
"Prepared or preserved vegetables","SPAIN","Million $","Vegetables","Foods",40,"2017",287.6
"Prepared or preserved vegetables","GREECE","Million $","Vegetables","Foods",41,"2017",163.7
"Prepared or preserved vegetables","CHINA (MAINLAND)","Million $","Vegetables","Foods",42,"2017",303.4
"Prepared or preserved vegetables","REST OF WORLD","Million $","Vegetables","Foods",43,"2017",783.5
"Prepared or preserved vegetables","WORLD","Million $","Vegetables","Foods",44,"2017",3145.1
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",45,"2017",2186.9
"Total dairy products","ITALY","Million $","Dairy","Foods",1,"2017",304.3
"Total dairy products","IRELAND","Million $","Dairy","Foods",2,"2017",146.2
"Total dairy products","NEW ZEALAND","Million $","Dairy","Foods",3,"2017",286.9
"Total dairy products","FRANCE","Million $","Dairy","Foods",4,"2017",190.3
"Total dairy products","CANADA","Million $","Dairy","Foods",5,"2017",147.4
"Total dairy products","MEXICO","Million $","Dairy","Foods",6,"2017",91.9
"Total dairy products","NETHERLANDS","Million $","Dairy","Foods",7,"2017",97.1
"Total dairy products","SWITZERLAND","Million $","Dairy","Foods",8,"2017",75.8
"Total dairy products","REST OF WORLD","Million $","Dairy","Foods",9,"2017",537
"Total dairy products","WORLD","Million $","Dairy","Foods",10,"2017",1876.9
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",11,"2017",382.3
"Cheese, fresh or processed","ITALY","Million $","Dairy","Foods",12,"2017",302.3
"Cheese, fresh or processed","FRANCE","Million $","Dairy","Foods",13,"2017",164.6
"Cheese, fresh or processed","SWITZERLAND","Million $","Dairy","Foods",14,"2017",75.8
"Cheese, fresh or processed","NETHERLANDS","Million $","Dairy","Foods",15,"2017",85.1
"Cheese, fresh or processed","SPAIN","Million $","Dairy","Foods",16,"2017",97.7
"Cheese, fresh or processed","UNITED KINGDOM","Million $","Dairy","Foods",17,"2017",44.3
"Cheese, fresh or processed","IRELAND","Million $","Dairy","Foods",18,"2017",33.3
"Cheese, fresh or processed","REST OF WORLD","Million $","Dairy","Foods",19,"2017",376
"Cheese, fresh or processed","WORLD","Million $","Dairy","Foods",20,"2017",1179.1
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",21,"2017",182.4
"Yogurt, buttermilk, or whey","NEW ZEALAND","Million $","Dairy","Foods",22,"2017",222.7
"Yogurt, buttermilk, or whey","CANADA","Million $","Dairy","Foods",23,"2017",104
"Yogurt, buttermilk, or whey","FRANCE","Million $","Dairy","Foods",24,"2017",13.5
"Yogurt, buttermilk, or whey","GERMANY, FED. REPUBLIC","Million $","Dairy","Foods",25,"2017",5.6
"Yogurt, buttermilk, or whey","DENMARK","Million $","Dairy","Foods",26,"2017",4.5
"Yogurt, buttermilk, or whey","MEXICO","Million $","Dairy","Foods",27,"2017",7
"Yogurt, buttermilk, or whey","CHILE","Million $","Dairy","Foods",28,"2017",1.9
"Yogurt, buttermilk, or whey","REST OF WORLD","Million $","Dairy","Foods",29,"2017",9.5
"Yogurt, buttermilk, or whey","WORLD","Million $","Dairy","Foods",30,"2017",368.7
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",31,"2017",104.2
"Milk and cream","MEXICO","Million $","Dairy","Foods",32,"2017",35.6
"Milk and cream","CHILE","Million $","Dairy","Foods",33,"2017",19.5
"Milk and cream","NETHERLANDS","Million $","Dairy","Foods",34,"2017",9.9
"Milk and cream","CANADA","Million $","Dairy","Foods",35,"2017",7.5
"Milk and cream","NEW ZEALAND","Million $","Dairy","Foods",36,"2017",5.8
"Milk and cream","PERU","Million $","Dairy","Foods",37,"2017",16.7
"Milk and cream","REST OF WORLD","Million $","Dairy","Foods",38,"2017",21.3
"Milk and cream","WORLD","Million $","Dairy","Foods",39,"2017",116.3
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",40,"2017",56.9
"Butter or spreads","IRELAND","Million $","Dairy","Foods",41,"2017",111.6
"Butter or spreads","NEW ZEALAND","Million $","Dairy","Foods",42,"2017",30.3
"Butter or spreads","FRANCE","Million $","Dairy","Foods",43,"2017",12.1
"Butter or spreads","MEXICO","Million $","Dairy","Foods",44,"2017",33.4
"Butter or spreads","INDIA","Million $","Dairy","Foods",45,"2017",3.2
"Butter or spreads","CHILE","Million $","Dairy","Foods",46,"2017",4.8
"Butter or spreads","REST OF WORLD","Million $","Dairy","Foods",47,"2017",17.4
"Butter or spreads","WORLD","Million $","Dairy","Foods",48,"2017",212.8
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",49,"2017",38.8
"Total fruit and preparations","MEXICO","Million $","Fruits","Foods",1,"2017",7366
"Total fruit and preparations","PERU","Million $","Fruits","Foods",2,"2017",863.9
"Total fruit and preparations","CHILE","Million $","Fruits","Foods",3,"2017",2037.6
"Total fruit and preparations","GUATEMALA","Million $","Fruits","Foods",4,"2017",1222
"Total fruit and preparations","COSTA RICA","Million $","Fruits","Foods",5,"2017",1170.7
"Total fruit and preparations","CANADA","Million $","Fruits","Foods",6,"2017",662.5
"Total fruit and preparations","CHINA (MAINLAND)","Million $","Fruits","Foods",7,"2017",932.4
"Total fruit and preparations","BRAZIL","Million $","Fruits","Foods",8,"2017",460.8
"Total fruit and preparations","THAILAND","Million $","Fruits","Foods",9,"2017",445.4
"Total fruit and preparations","ECUADOR","Million $","Fruits","Foods",10,"2017",461.7
"Total fruit and preparations","REST OF WORLD","Million $","Fruits","Foods",11,"2017",2761.6
"Total fruit and preparations","WORLD","Million $","Fruits","Foods",12,"2017",18384.6
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",13,"2017",13606.2
"Fresh or chilled fruit","MEXICO","Million $","Fruits","Foods",14,"2017",6193.2
"Fresh or chilled fruit","PERU","Million $","Fruits","Foods",15,"2017",772.4
"Fresh or chilled fruit","CHILE","Million $","Fruits","Foods",16,"2017",1740.3
"Fresh or chilled fruit","GUATEMALA","Million $","Fruits","Foods",17,"2017",1175.9
"Fresh or chilled fruit","COSTA RICA","Million $","Fruits","Foods",18,"2017",1009
"Fresh or chilled fruit","ECUADOR","Million $","Fruits","Foods",19,"2017",375.1
"Fresh or chilled fruit","HONDURAS","Million $","Fruits","Foods",20,"2017",353.6
"Fresh or chilled fruit","COLOMBIA","Million $","Fruits","Foods",21,"2017",189.4
"Fresh or chilled fruit","CANADA","Million $","Fruits","Foods",22,"2017",224.8
"Fresh or chilled fruit","MOROCCO","Million $","Fruits","Foods",23,"2017",71.3
"Fresh or chilled fruit","REST OF WORLD","Million $","Fruits","Foods",24,"2017",853.299999999999
"Fresh or chilled fruit","WORLD","Million $","Fruits","Foods",25,"2017",12958.3
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",26,"2017",11666.9
"Bananas and plantains","GUATEMALA","Million $","Fruits","Foods",27,"2017",907.5
"Bananas and plantains","COSTA RICA","Million $","Fruits","Foods",28,"2017",445.2
"Bananas and plantains","ECUADOR","Million $","Fruits","Foods",29,"2017",323.7
"Bananas and plantains","HONDURAS","Million $","Fruits","Foods",30,"2017",222.6
"Bananas and plantains","COLOMBIA","Million $","Fruits","Foods",31,"2017",180.8
"Bananas and plantains","MEXICO","Million $","Fruits","Foods",32,"2017",168.7
"Bananas and plantains","REST OF WORLD","Million $","Fruits","Foods",33,"2017",57.8000000000002
"Bananas and plantains","WORLD","Million $","Fruits","Foods",34,"2017",2306.3
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",35,"2017",5196.1
"Frozen fruit","MEXICO","Million $","Fruits","Foods",36,"2017",197.7
"Frozen fruit","CANADA","Million $","Fruits","Foods",37,"2017",125
"Frozen fruit","CHILE","Million $","Fruits","Foods",38,"2017",126.5
"Frozen fruit","PERU","Million $","Fruits","Foods",39,"2017",33.3
"Frozen fruit","COSTA RICA","Million $","Fruits","Foods",40,"2017",35
"Frozen fruit","GUATEMALA","Million $","Fruits","Foods",41,"2017",21.1
"Frozen fruit","REST OF WORLD","Million $","Fruits","Foods",42,"2017",128.3
"Frozen fruit","WORLD","Million $","Fruits","Foods",43,"2017",666.9
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",44,"2017",369.8
"Dried, prepared or preserved fruit","MEXICO","Million $","Fruits","Foods",45,"2017",491.3
"Dried, prepared or preserved fruit","CHINA (MAINLAND)","Million $","Fruits","Foods",46,"2017",572.6
"Dried, prepared or preserved fruit","THAILAND","Million $","Fruits","Foods",47,"2017",354.4
"Dried, prepared or preserved fruit","CANADA","Million $","Fruits","Foods",48,"2017",246.8
"Dried, prepared or preserved fruit","SOUTH KOREA","Million $","Fruits","Foods",49,"2017",85.1
"Dried, prepared or preserved fruit","CHILE","Million $","Fruits","Foods",50,"2017",103.7
"Dried, prepared or preserved fruit","REST OF WORLD","Million $","Fruits","Foods",51,"2017",945.8
"Dried, prepared or preserved fruit","WORLD","Million $","Fruits","Foods",52,"2017",2799.7
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",53,"2017",1566
"Fruit juices","BRAZIL","Million $","Fruits","Foods",54,"2017",398.1
"Fruit juices","MEXICO","Million $","Fruits","Foods",55,"2017",483.8
"Fruit juices","TURKEY","Million $","Fruits","Foods",56,"2017",61.9
"Fruit juices","THAILAND","Million $","Fruits","Foods",57,"2017",39.6
"Fruit juices","CHINA (MAINLAND)","Million $","Fruits","Foods",58,"2017",319
"Fruit juices","ARGENTINA","Million $","Fruits","Foods",59,"2017",112.6
"Fruit juices","PHILIPPINES","Million $","Fruits","Foods",60,"2017",37.3
"Fruit juices","CANADA","Million $","Fruits","Foods",61,"2017",65.9
"Fruit juices","REST OF WORLD","Million $","Fruits","Foods",62,"2017",441.5
"Fruit juices","WORLD","Million $","Fruits","Foods",63,"2017",1959.7
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",64,"2017",3.5
"Total nuts","VIETNAM","Million $","Nuts","Foods",1,"2017",1258.2
"Total nuts","MEXICO","Million $","Nuts","Foods",2,"2017",642.3
"Total nuts","CANADA","Million $","Nuts","Foods",3,"2017",153.6
"Total nuts","THAILAND","Million $","Nuts","Foods",4,"2017",125
"Total nuts","PHILIPPINES","Million $","Nuts","Foods",5,"2017",107
"Total nuts","CHINA (MAINLAND)","Million $","Nuts","Foods",6,"2017",97.2
"Total nuts","REPUBLIC OF SOUTH AFRICA","Million $","Nuts","Foods",7,"2017",57.2
"Total nuts","KENYA","Million $","Nuts","Foods",8,"2017",61.1
"Total nuts","BOLIVIA","Million $","Nuts","Foods",9,"2017",48.4
"Total nuts","REST OF WORLD","Million $","Nuts","Foods",10,"2017",762.2
"Total nuts","WORLD","Million $","Nuts","Foods",11,"2017",3312.2
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",12,"2017",550.8
"Tree nuts","VIETNAM","Million $","Nuts","Foods",13,"2017",1191.6
"Tree nuts","MEXICO","Million $","Nuts","Foods",14,"2017",564.5
"Tree nuts","PHILIPPINES","Million $","Nuts","Foods",15,"2017",86.7
"Tree nuts","REPUBLIC OF SOUTH AFRICA","Million $","Nuts","Foods",16,"2017",56.6
"Tree nuts","CHINA (MAINLAND)","Million $","Nuts","Foods",17,"2017",72
"Tree nuts","KENYA","Million $","Nuts","Foods",18,"2017",59.6
"Tree nuts","BOLIVIA","Million $","Nuts","Foods",19,"2017",48.4
"Tree nuts","IVORY COAST","Million $","Nuts","Foods",20,"2017",18.7
"Tree nuts","BRAZIL","Million $","Nuts","Foods",21,"2017",61
"Tree nuts","REST OF WORLD","Million $","Nuts","Foods",22,"2017",528.3
"Tree nuts","WORLD","Million $","Nuts","Foods",23,"2017",2687.4
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",24,"2017",360.1
"Cashew nuts","VIETNAM","Million $","Nuts","Foods",25,"2017",1187.3
"Cashew nuts","IVORY COAST","Million $","Nuts","Foods",26,"2017",13.8
"Cashew nuts","BRAZIL","Million $","Nuts","Foods",27,"2017",54.8
"Cashew nuts","NIGERIA","Million $","Nuts","Foods",28,"2017",9.3
"Cashew nuts","INDIA","Million $","Nuts","Foods",29,"2017",198.8
"Cashew nuts","THAILAND","Million $","Nuts","Foods",30,"2017",14.2
"Cashew nuts","BURKINA FASO","Million $","Nuts","Foods",31,"2017",1.8
"Cashew nuts","REST OF WORLD","Million $","Nuts","Foods",32,"2017",85.0999999999999
"Cashew nuts","WORLD","Million $","Nuts","Foods",33,"2017",1565.1
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",34,"2017",153.8
"Prepared tree nuts","VIETNAM","Million $","Nuts","Foods",35,"2017",66.4
"Prepared tree nuts","CANADA","Million $","Nuts","Foods",36,"2017",96.8
"Prepared tree nuts","THAILAND","Million $","Nuts","Foods",37,"2017",89.1
"Prepared tree nuts","MEXICO","Million $","Nuts","Foods",38,"2017",34.8
"Prepared tree nuts","ISRAEL","Million $","Nuts","Foods",39,"2017",22.8
"Prepared tree nuts","SPAIN","Million $","Nuts","Foods",40,"2017",21.3
"Prepared tree nuts","INDIA","Million $","Nuts","Foods",41,"2017",27.7
"Prepared tree nuts","REST OF WORLD","Million $","Nuts","Foods",42,"2017",105.9
"Prepared tree nuts","WORLD","Million $","Nuts","Foods",43,"2017",464.8
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",44,"2017",106
"Ground nuts","CANADA","Million $","Nuts","Foods",45,"2017",56.3
"Ground nuts","MEXICO","Million $","Nuts","Foods",46,"2017",43
"Ground nuts","ARGENTINA","Million $","Nuts","Foods",47,"2017",40.9
"Ground nuts","INDIA","Million $","Nuts","Foods",48,"2017",4
"Ground nuts","BRAZIL","Million $","Nuts","Foods",49,"2017",1.1
"Ground nuts","REST OF WORLD","Million $","Nuts","Foods",50,"2017",14.6
"Ground nuts","WORLD","Million $","Nuts","Foods",51,"2017",159.9
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",52,"2017",84.6
"Total coffee, tea, and spices","BRAZIL","Million $","Coffee","Foods",1,"2017",1258.6
"Total coffee, tea, and spices","COLOMBIA","Million $","Coffee","Foods",2,"2017",1367.9
"Total coffee, tea, and spices","SWITZERLAND","Million $","Coffee","Foods",3,"2017",186
"Total coffee, tea, and spices","VIETNAM","Million $","Coffee","Foods",4,"2017",803.4
"Total coffee, tea, and spices","MEXICO","Million $","Coffee","Foods",5,"2017",387.1
"Total coffee, tea, and spices","CANADA","Million $","Coffee","Foods",6,"2017",647.9
"Total coffee, tea, and spices","GUATEMALA","Million $","Coffee","Foods",7,"2017",341.7
"Total coffee, tea, and spices","REST OF WORLD","Million $","Coffee","Foods",8,"2017",4074.1
"Total coffee, tea, and spices","WORLD","Million $","Coffee","Foods",9,"2017",9066.7
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",10,"2017",2276.2
"Coffee beans, unroasted","BRAZIL","Million $","Coffee","Foods",11,"2017",1073.1
"Coffee beans, unroasted","COLOMBIA","Million $","Coffee","Foods",12,"2017",1253.2
"Coffee beans, unroasted","GUATEMALA","Million $","Coffee","Foods",13,"2017",329.7
"Coffee beans, unroasted","MEXICO","Million $","Coffee","Foods",14,"2017",182.6
"Coffee beans, unroasted","HONDURAS","Million $","Coffee","Foods",15,"2017",294.9
"Coffee beans, unroasted","NICARAGUA","Million $","Coffee","Foods",16,"2017",288.6
"Coffee beans, unroasted","REST OF WORLD","Million $","Coffee","Foods",17,"2017",1810.8
"Coffee beans, unroasted","WORLD","Million $","Coffee","Foods",18,"2017",5232.9
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",19,"2017",1532.3
"Coffee, roasted and instant","SWITZERLAND","Million $","Coffee","Foods",20,"2017",182.7
"Coffee, roasted and instant","CANADA","Million $","Coffee","Foods",21,"2017",529.7
"Coffee, roasted and instant","ITALY","Million $","Coffee","Foods",22,"2017",107.4
"Coffee, roasted and instant","COLOMBIA","Million $","Coffee","Foods",23,"2017",50.2
"Coffee, roasted and instant","MEXICO","Million $","Coffee","Foods",24,"2017",40.3
"Coffee, roasted and instant","REST OF WORLD","Million $","Coffee","Foods",25,"2017",90.4
"Coffee, roasted and instant","WORLD","Million $","Coffee","Foods",26,"2017",1000.7
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",27,"2017",93.2
"Coffee extracts and preparations","FRANCE","Million $","Coffee","Foods",28,"2017",1.6
"Coffee extracts and preparations","INDIA","Million $","Coffee","Foods",29,"2017",0.3
"Coffee extracts and preparations","POLAND","Million $","Coffee","Foods",30,"2017",1
"Coffee extracts and preparations","PORTUGAL","Million $","Coffee","Foods",31,"2017",0
"Coffee extracts and preparations","REST OF WORLD","Million $","Coffee","Foods",32,"2017",2.1
"Coffee extracts and preparations","WORLD","Million $","Coffee","Foods",33,"2017",5
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",34,"2017",1.7
"Tea and mate","CHINA (MAINLAND)","Million $","Coffee","Foods",35,"2017",125.3
"Tea and mate","CANADA","Million $","Coffee","Foods",36,"2017",96.7
"Tea and mate","JAPAN","Million $","Coffee","Foods",37,"2017",52.7
"Tea and mate","INDIA","Million $","Coffee","Foods",38,"2017",69.1
"Tea and mate","REST OF WORLD","Million $","Coffee","Foods",39,"2017",300.7
"Tea and mate","WORLD","Million $","Coffee","Foods",40,"2017",644.5
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",41,"2017",193.7
"Spices","VIETNAM","Million $","Coffee","Foods",42,"2017",261.6
"Spices","MADAGASCAR (MALAGASY)","Million $","Coffee","Foods",43,"2017",401.7
"Spices","INDIA","Million $","Coffee","Foods",44,"2017",238.6
